,Image,x1,y1,x2,y2
50,w_6365.jpg,3593,2639,2142,1131
51,w_2577.jpg,2923,326,1666,1385
52,w_8281.jpg,1641,470,397,1083
53,w_3392.jpg,1751,1040,1656,-47
54,w_9358.jpg,2744,363,1568,961
55,w_8357.jpg,1556,1149,631,812
56,w_2883.jpg,1491,826,625,1309
57,w_1087.jpg,2470,1203,1521,1312
58,w_9328.jpg,1999,601,1622,1700
59,w_4469.jpg,1774,1186,515,678
60,w_3983.jpg,2263,1296,1162,1906
61,w_4441.jpg,2761,1411,1620,902
62,w_7702.jpg,3169,1970,921,2405
63,w_1325.jpg,1362,649,1243,1838
64,w_7416.jpg,2488,2008,1484,676
65,w_4213.jpg,1274,890,991,-127
66,w_869.jpg,4626,1350,2669,1470
67,w_9376.jpg,1462,1217,163,987
68,w_5075.jpg,1947,1072,1611,2527
69,w_1057.jpg,1956,1408,848,689
70,w_4261.jpg,1806,1248,687,707
71,w_4974.jpg,1887,836,1404,1880
72,w_2469.jpg,2478,2004,999,760
73,w_3807.jpg,2311,2640,1180,2732
74,w_1264.jpg,2319,1022,1341,1491
75,w_6066.jpg,2435,411,1284,1345
76,w_6052.jpg,1006,1527,-71,1936
77,w_5811.jpg,2306,1532,1050,719
78,w_3444.jpg,2841,3032,1265,1784
79,w_8582.jpg,1460,583,1218,1441
80,w_8962.jpg,1963,905,1027,935
81,w_6326.jpg,1796,1575,1533,823
82,w_2989.jpg,2685,2255,1612,382
83,w_5587.jpg,1804,1040,851,1710
84,w_7405.jpg,1638,1195,450,1618
85,w_527.jpg,1425,405,1384,1273
86,w_2302.jpg,3338,2184,2319,2554
87,w_3403.jpg,2444,1590,1980,853
88,w_7462.jpg,1672,1392,1041,67
89,w_3777.jpg,2058,842,1154,1181
90,w_4895.jpg,1393,303,1242,1204
91,w_6563.jpg,3038,1458,2325,2598
92,w_6882.jpg,1499,1080,716,335
93,w_4706.jpg,1444,1311,1426,566
94,w_2578.jpg,2336,925,1160,1065
95,w_9406.jpg,2965,1638,1146,3233
96,w_4071.jpg,1799,1287,1177,770
97,w_2212.jpg,1675,874,1374,1725
98,w_8153.jpg,2120,1080,457,1416
99,w_3648.jpg,2205,589,1602,1338
100,w_5084.jpg,2313,566,1272,1105
101,w_1654.jpg,2108,1637,1313,879
102,w_6801.jpg,3343,741,1792,2511
103,w_6612.jpg,1773,710,1103,855
104,w_5032.jpg,3145,1192,1646,1238
105,w_1115.jpg,2802,1098,1114,743
106,w_7935.jpg,1454,1374,1019,440
107,w_2185.jpg,1054,733,972,1975
108,w_6303.jpg,1963,1603,998,1026
109,w_4961.jpg,3508,1752,1470,1700
110,w_4435.jpg,3898,2511,1703,1596
111,w_112.jpg,1539,1385,1489,842
112,w_7622.jpg,2627,718,1127,512
113,w_6262.jpg,2494,767,1465,1102
114,w_8756.jpg,2222,751,997,612
115,w_4277.jpg,1853,567,1160,1246
116,w_1683.jpg,1809,1531,1281,507
117,w_1477.jpg,2944,1446,1577,737
118,w_4236.jpg,1398,692,142,1234
119,w_2078.jpg,2308,819,1736,1073
120,w_353.jpg,1577,894,1211,-38
121,w_3326.jpg,4031,1441,1899,2727
122,w_4561.jpg,5160,1056,3144,1461
123,w_8024.jpg,1503,521,1087,1370
124,w_7828.jpg,1838,1560,1812,379
125,w_1766.jpg,2590,1380,1217,1013
126,w_1992.jpg,1657,1189,1128,170
127,w_4436.jpg,1926,1812,1793,269
128,w_7392.jpg,1375,1212,1187,276
129,w_3237.jpg,1844,787,247,1320
130,w_354.jpg,2118,1323,1105,634
131,w_2133.jpg,2460,1431,1302,665
132,w_8556.jpg,2852,1827,452,1798
133,w_7218.jpg,1720,401,1313,34
134,w_8157.jpg,1588,1391,1385,858
135,w_8666.jpg,2823,1710,2085,3408
136,w_3159.jpg,2558,842,1515,2034
137,w_6141.jpg,1677,559,619,1534
138,w_5262.jpg,1825,1353,718,1273
139,w_1953.jpg,2048,1622,1110,901
140,w_4488.jpg,2167,718,962,900
141,w_3144.jpg,1503,884,1037,748
142,w_3875.jpg,1547,923,225,393
143,w_2462.jpg,2151,1381,1175,1972
144,w_3239.jpg,1570,231,1232,971
145,w_142.jpg,2418,912,1114,1263
146,w_3770.jpg,1791,331,1484,1127
147,w_3415.jpg,2338,919,923,506
148,w_5177.jpg,2024,935,924,535
149,w_7852.jpg,2837,826,1667,938
150,w_3131.jpg,2223,107,1225,1041
151,w_1617.jpg,5129,1955,4994,1077
152,w_9126.jpg,2062,318,1305,1360
153,w_6867.jpg,1576,902,1380,-68
154,w_8868.jpg,1828,1788,1290,1108
155,w_2322.jpg,1786,796,858,484
156,w_3007.jpg,1947,573,1244,1585
157,w_6357.jpg,2097,2121,1597,625
158,w_4134.jpg,1769,834,571,1663
159,w_3935.jpg,2462,113,1573,872
160,w_9197.jpg,3569,899,1276,1858
161,w_4927.jpg,1420,1417,1239,689
162,w_3527.jpg,1982,1100,1311,997
163,w_7093.jpg,1570,1146,336,709
164,w_6276.jpg,1600,722,1420,1740
165,w_3776.jpg,1827,574,635,1812
166,w_8299.jpg,2587,1319,596,2683
167,w_1856.jpg,2252,-34,1202,1281
168,w_6828.jpg,1997,754,884,1277
169,w_8918.jpg,2302,1283,1299,1587
170,w_4515.jpg,1845,918,974,766
171,w_9464.jpg,3605,2738,2317,1548
172,w_2254.jpg,1448,716,1062,1712
173,w_6707.jpg,1485,1178,718,361
174,w_6054.jpg,1713,796,1392,1721
175,w_710.jpg,2816,1190,1627,1465
176,w_3627.jpg,2444,1610,1190,1069
177,w_1063.jpg,1599,590,205,1924
178,w_3969.jpg,1604,964,899,1764
179,w_3339.jpg,1810,1423,1238,253
180,w_3420.jpg,1380,932,821,1711
181,w_6665.jpg,2262,866,1485,1582
182,w_4240.jpg,1848,1253,1366,678
183,w_6110.jpg,1578,568,608,1490
184,w_9084.jpg,2229,1175,1434,952
185,w_6620.jpg,3255,2040,1029,1527
186,w_5557.jpg,3816,2818,2433,1668
187,w_9465.jpg,1389,1130,306,43
188,w_7070.jpg,2276,782,900,1358
189,w_317.jpg,2218,1757,982,860
190,w_348.jpg,2594,843,1671,964
191,w_3625.jpg,2376,797,1167,1297
192,w_8547.jpg,1633,1070,313,1232
193,w_4181.jpg,1979,2034,1597,815
194,w_1438.jpg,1560,980,523,679
195,w_6336.jpg,3285,3266,1602,2531
196,w_8377.jpg,1588,792,947,1698
197,w_4028.jpg,1883,1182,1058,296
198,w_3074.jpg,2231,1355,1125,899
199,w_256.jpg,1886,1584,1566,1124
200,w_8140.jpg,2078,263,1420,1071
201,w_5805.jpg,1583,1450,1290,367
202,w_6447.jpg,2411,1390,-45,1233
203,w_1975.jpg,1400,1169,741,203
204,w_8475.jpg,1753,1230,727,1213
205,w_8754.jpg,1778,444,1627,1491
206,w_5553.jpg,1633,521,1506,1689
207,w_5021.jpg,1585,1196,833,530
208,w_1867.jpg,1681,429,1532,1101
209,w_1273.jpg,2432,1228,1598,966
210,w_6640.jpg,2727,1030,1733,1072
211,w_1381.jpg,2516,38,2237,427
212,w_4678.jpg,1504,556,971,1405
213,w_6402.jpg,1994,1397,1051,950
214,w_7282.jpg,2205,687,869,1089
215,w_7376.jpg,1662,388,1412,1492
216,w_1352.jpg,2584,654,922,1233
217,w_1741.jpg,1749,960,587,927
218,w_2171.jpg,1594,34,1553,918
219,w_2907.jpg,1418,699,1034,1550
220,w_7531.jpg,1140,3195,586,2560
221,w_6504.jpg,2556,1269,1328,2966
222,w_1736.jpg,2145,1212,1395,707
223,w_4504.jpg,2952,352,2633,2283
224,w_8159.jpg,1972,1116,901,941
225,w_4692.jpg,2431,915,1201,1395
226,w_7516.jpg,1829,1513,1343,784
227,w_5165.jpg,1854,923,670,196
228,w_2993.jpg,2665,1656,1742,2985
229,w_6759.jpg,2755,1441,1678,3399
230,w_8216.jpg,3125,1019,1937,1356
231,w_7567.jpg,1715,1001,1640,209
232,w_4989.jpg,1889,910,1363,1243
233,w_222.jpg,2232,19,1140,1007
234,w_5775.jpg,2559,3179,2210,1022
235,w_8768.jpg,1761,881,657,1627
236,w_8942.jpg,1750,774,806,1611
237,w_5571.jpg,2275,995,1134,921
238,w_1308.jpg,1753,1053,883,423
239,w_3305.jpg,1638,137,1365,1091
240,w_5892.jpg,1459,1230,1373,-11
241,w_2545.jpg,1753,1616,1189,474
242,w_6181.jpg,1566,43,1478,1317
243,w_3515.jpg,1523,693,1368,1343
244,w_847.jpg,3367,2112,1736,1840
245,w_7327.jpg,1867,86,1359,1451
246,w_3506.jpg,2032,479,1202,1255
247,w_3462.jpg,1975,1566,1409,983
248,w_1780.jpg,1571,808,1341,1465
249,w_6363.jpg,1396,786,833,1226
250,w_4390.jpg,2408,1877,2102,1064
251,w_1827.jpg,2303,1725,1615,619
252,w_272.jpg,3228,1457,2850,-182
253,w_4758.jpg,1861,1308,714,52
254,w_2001.jpg,1808,479,1540,1260
255,w_4050.jpg,1661,1460,1472,797
256,w_6797.jpg,2848,978,1284,699
257,w_984.jpg,3471,2034,1123,2420
258,w_4551.jpg,1601,1147,640,1011
259,w_9015.jpg,2815,1845,1465,870
260,w_8141.jpg,1521,2041,1404,900
261,w_9396.jpg,1552,642,1308,1604
262,w_5779.jpg,2872,617,1933,789
263,w_3492.jpg,1735,1186,584,800
264,w_9092.jpg,2762,50,1123,1012
265,w_4889.jpg,3265,407,1890,2004
266,w_6539.jpg,2292,1078,1386,1019
267,w_199.jpg,2954,1166,1336,834
268,w_8290.jpg,2002,1067,520,796
269,w_3385.jpg,1606,936,980,1665
270,w_1619.jpg,1814,27,1282,1101
271,w_1636.jpg,1821,645,1322,1322
272,w_597.jpg,2471,1358,1115,814
273,w_1296.jpg,1795,703,1152,1620
274,w_2301.jpg,2220,2155,1270,712
275,w_9233.jpg,1711,2061,1203,1036
276,w_3953.jpg,1718,1792,1594,562
277,w_8934.jpg,2340,1507,1281,881
278,w_7401.jpg,1669,1087,874,1748
279,w_1277.jpg,1325,1820,1287,636
280,w_888.jpg,2029,1029,785,822
281,w_969.jpg,2011,1383,1574,499
282,w_4328.jpg,1497,2035,1127,1344
283,w_985.jpg,2371,1131,1299,874
284,w_5514.jpg,1754,986,568,1105
285,w_8685.jpg,1657,1320,331,85
286,w_416.jpg,2394,1434,1156,1654
287,w_8164.jpg,3924,-178,3461,1933
288,w_7128.jpg,1694,1311,413,1511
289,w_5129.jpg,1864,1066,567,1175
290,w_1382.jpg,2031,766,1219,1075
291,w_7452.jpg,2099,808,736,1176
292,w_1506.jpg,2057,540,1034,1290
293,w_4256.jpg,3006,1556,2787,425
294,w_5062.jpg,1994,1115,1089,715
295,w_7115.jpg,4958,510,2291,1671
296,w_2861.jpg,2587,1227,1310,1046
297,w_7795.jpg,2677,2541,1338,1973
298,w_1568.jpg,1819,1452,1630,462
299,w_69.jpg,1537,-48,1448,918
300,w_5207.jpg,2833,1787,1105,744
301,w_7573.jpg,2865,1996,653,1639
302,w_8428.jpg,1882,1272,1155,581
303,w_6764.jpg,1798,949,729,1583
304,w_3494.jpg,1579,1121,824,1794
305,w_9286.jpg,1512,1839,1399,634
306,w_1604.jpg,1562,1444,993,475
307,w_571.jpg,2923,1274,396,2396
308,w_8347.jpg,2165,405,1021,1233
309,w_8588.jpg,1344,336,1257,1176
310,w_3801.jpg,2356,-45,1608,1024
311,w_201.jpg,3333,1785,1881,1859
312,w_8706.jpg,1813,732,1223,1223
313,w_7295.jpg,2640,751,1015,695
314,w_876.jpg,4610,2752,2273,2093
315,w_536.jpg,2922,1144,1205,546
316,w_1323.jpg,2292,16,873,395
317,w_560.jpg,2585,789,830,840
318,w_1905.jpg,1869,986,1423,841
319,w_4374.jpg,1712,1478,425,591
320,w_5416.jpg,1827,1274,1607,434
321,w_3249.jpg,1607,1714,1451,817
322,w_1245.jpg,1908,677,1358,1036
323,w_8719.jpg,3667,2780,1718,1459
324,w_3071.jpg,1752,793,1057,1443
325,w_5222.jpg,2027,1435,1094,937
326,w_5249.jpg,1649,1767,1426,621
327,w_2664.jpg,1791,1190,1238,513
328,w_1527.jpg,1973,244,1189,1041
329,w_5485.jpg,2656,275,1183,1397
330,w_3027.jpg,2148,775,1413,1189
331,w_1218.jpg,1741,1274,975,609
332,w_5484.jpg,1695,1095,629,1513
333,w_5274.jpg,2921,882,2463,2325
334,w_9088.jpg,1403,2117,1215,1219
335,w_8083.jpg,1859,2071,1723,878
336,w_3978.jpg,1954,1159,1099,416
337,w_4759.jpg,1692,2055,1541,915
338,w_3320.jpg,4563,1514,2514,1897
339,w_8421.jpg,1810,1036,1307,242
340,w_2020.jpg,2093,969,992,602
341,w_284.jpg,3014,3224,2150,1561
342,w_9047.jpg,1421,596,740,1278
343,w_7449.jpg,1349,1376,309,529
344,w_4251.jpg,3074,1599,961,1847
345,w_6753.jpg,1467,1347,1288,602
346,w_8143.jpg,1691,1159,451,237
347,w_5785.jpg,2398,1112,1699,814
348,w_7790.jpg,2104,1070,738,1347
349,w_5980.jpg,4405,1410,2893,2014
350,w_214.jpg,1947,1517,974,1142
351,w_7109.jpg,1903,808,929,903
352,w_4123.jpg,1648,1375,899,728
353,w_6656.jpg,2181,755,1086,1479
354,w_2543.jpg,2001,1293,628,811
355,w_5844.jpg,978,395,977,1723
356,w_3024.jpg,1560,1189,383,1457
357,w_2251.jpg,1635,1305,1298,589
358,w_5652.jpg,5051,732,3152,537
359,w_2440.jpg,1925,946,738,586
360,w_4771.jpg,1400,1550,1400,795
361,w_2287.jpg,1881,768,741,799
362,w_1280.jpg,1643,1968,1481,761
363,w_5476.jpg,1736,846,801,1497
364,w_3395.jpg,2699,947,1923,1213
365,w_7237.jpg,1444,1456,1070,193
366,w_163.jpg,1676,1435,1161,628
367,w_4463.jpg,1778,1557,1519,304
368,w_2788.jpg,1793,2144,-177,1881
369,w_4851.jpg,3038,2275,2707,44
370,w_1348.jpg,2260,834,1278,1177
371,w_9394.jpg,3107,1129,1469,944
372,w_3476.jpg,2250,450,1342,1487
373,w_1265.jpg,3163,1853,1037,1980
374,w_9217.jpg,1612,793,1224,1410
375,w_4888.jpg,1641,1322,338,1408
376,w_1328.jpg,2928,929,2006,1951
377,w_6547.jpg,1773,1385,671,1516
378,w_4904.jpg,2299,1418,1026,3231
379,w_3688.jpg,1202,619,705,1136
380,w_3313.jpg,4008,1972,2218,726
381,w_7863.jpg,2971,1390,2036,588
382,w_7258.jpg,1465,630,1199,1410
383,w_8032.jpg,1914,901,1040,1082
384,w_6685.jpg,2689,1011,1363,1231
385,w_568.jpg,1846,565,616,1012
386,w_1454.jpg,2695,3030,1043,1040
387,w_3542.jpg,1750,789,1223,2112
388,w_8881.jpg,1941,694,1021,1214
389,w_5399.jpg,2085,-11,1519,992
390,w_9231.jpg,2123,1025,631,1722
391,w_1868.jpg,2927,2029,2303,1376
392,w_3893.jpg,2101,911,1289,1679
393,w_5259.jpg,2214,1022,1741,255
394,w_1093.jpg,1731,594,1279,1660
395,w_4757.jpg,1437,336,1095,1166
396,w_577.jpg,2111,1431,1656,680
397,w_6534.jpg,1838,731,221,500
398,w_6095.jpg,1815,995,584,1191
399,w_6564.jpg,3797,1309,2535,1410
400,w_3711.jpg,1688,370,1544,1404
401,w_5784.jpg,3890,2029,1343,1690
402,w_5846.jpg,1499,653,726,1361
403,w_2398.jpg,1657,518,1165,1629
404,w_9049.jpg,1515,1672,1019,564
405,w_5138.jpg,1938,1146,938,967
406,w_299.jpg,2047,1902,1456,1061
407,w_3127.jpg,2014,807,839,235
408,w_2198.jpg,2643,1489,1577,1044
409,w_1608.jpg,1656,1079,1051,-5
410,w_5991.jpg,1475,1054,1063,2061
411,w_7598.jpg,1933,858,759,990
412,w_6556.jpg,2073,996,970,1287
413,w_3977.jpg,2634,1653,1351,974
414,w_6025.jpg,1600,1213,1209,2058
415,w_2742.jpg,3966,1381,1634,1155
416,w_798.jpg,2728,1528,624,2478
417,w_8893.jpg,3416,1806,718,634
418,w_2063.jpg,2519,1393,1158,1204
419,w_2404.jpg,2150,853,2061,307
420,w_6818.jpg,2969,205,2873,1812
421,w_8453.jpg,3332,1959,2000,1633
422,w_7950.jpg,2262,766,1237,1187
423,w_4587.jpg,2040,1509,806,1249
424,w_5293.jpg,1912,354,1353,1406
425,w_7942.jpg,3198,2465,2002,717
426,w_3979.jpg,1990,2196,1305,1103
427,w_5839.jpg,1751,458,1558,1165
428,w_8646.jpg,2581,255,1990,646
429,w_4189.jpg,1873,1793,1591,881
430,w_647.jpg,1987,794,1452,1064
431,w_8559.jpg,1578,335,1456,1033
432,w_4505.jpg,1959,976,1403,649
433,w_6394.jpg,2149,912,850,1722
434,w_3623.jpg,1842,1542,1452,890
435,w_6094.jpg,1877,662,836,838
436,w_1233.jpg,2658,1255,1413,1138
437,w_1595.jpg,1983,1396,1455,792
438,w_3081.jpg,1901,1742,1026,864
439,w_132.jpg,2816,74,1864,415
440,w_2255.jpg,1622,1038,613,418
441,w_3847.jpg,1339,834,68,1330
442,w_641.jpg,2211,1541,1437,561
443,w_2717.jpg,1471,627,874,1197
444,w_6996.jpg,2256,928,1198,1196
445,w_961.jpg,1297,1339,956,2059
446,w_709.jpg,1640,1489,1119,751
447,w_7041.jpg,1881,-36,1153,1016
448,w_4915.jpg,3017,1599,1664,1453
449,w_7605.jpg,1988,1173,720,897
450,w_9043.jpg,1326,769,437,1458
451,w_4727.jpg,3012,812,846,1051
452,w_7394.jpg,4149,3109,2592,2204
453,w_8630.jpg,2912,1862,2028,692
454,w_7944.jpg,1635,902,411,754
455,w_1117.jpg,2129,1317,1042,1359
456,w_2379.jpg,1857,1671,1277,468
457,w_7271.jpg,1657,785,1326,1949
458,w_5185.jpg,2340,782,1232,1201
459,w_5434.jpg,2232,1123,678,1173
460,w_3141.jpg,2744,1083,2314,533
461,w_622.jpg,1211,1021,302,866
462,w_3484.jpg,1901,897,1066,479
463,w_6690.jpg,2417,926,1247,1190
464,w_4025.jpg,1252,1059,922,299
465,w_1388.jpg,1507,-120,1341,995
466,w_6434.jpg,1503,1240,831,282
467,w_4672.jpg,3000,1420,2611,102
468,w_1603.jpg,2245,1606,1137,1052
469,w_8106.jpg,1589,539,1398,1277
470,w_8061.jpg,1539,1205,828,77
471,w_1588.jpg,1750,1079,550,1069
472,w_7263.jpg,2131,779,667,1214
473,w_4799.jpg,2514,431,1597,718
474,w_9209.jpg,1906,774,1499,1444
475,w_4661.jpg,1893,1995,453,1982
476,w_1423.jpg,1847,436,1357,1159
477,w_7775.jpg,1609,1365,870,651
478,w_3368.jpg,1846,1912,1538,939
479,w_9426.jpg,2022,1098,1009,1167
480,w_4237.jpg,3154,1649,1752,2019
481,w_6423.jpg,2072,1842,1034,756
482,w_657.jpg,1442,1062,972,85
483,w_564.jpg,2388,1996,1310,838
484,w_4612.jpg,1551,732,1264,1438
485,w_991.jpg,1972,1071,859,401
486,w_8877.jpg,2051,825,730,1327
487,w_3406.jpg,1728,452,997,1179
488,w_9237.jpg,1578,1016,284,622
489,w_6206.jpg,1212,797,547,1968
490,w_3920.jpg,1932,441,1299,1344
491,w_3530.jpg,2406,584,1161,900
492,w_3543.jpg,3498,931,3176,2342
493,w_3925.jpg,4070,1077,1871,1884
494,w_6430.jpg,1478,874,880,514
495,w_2190.jpg,3481,3388,2591,2727
496,w_8209.jpg,2092,901,807,1155
497,w_3235.jpg,4088,1919,2267,1623
498,w_770.jpg,1691,1448,1232,367
499,w_470.jpg,2034,982,755,1246
500,w_661.jpg,2011,1476,1166,584
501,w_6008.jpg,2736,2825,2186,989
502,w_579.jpg,1563,757,1336,1483
503,w_1753.jpg,1392,982,1132,2118
504,w_3009.jpg,2138,2610,1931,1065
505,w_5585.jpg,1991,1224,1286,725
506,w_314.jpg,2242,1428,1214,817
507,w_2608.jpg,1610,660,131,300
508,w_631.jpg,2153,838,1636,1517
509,w_906.jpg,4065,1689,2513,1938
510,w_5808.jpg,1739,1135,859,1266
511,w_3455.jpg,2121,847,457,932
512,w_4481.jpg,3927,2035,1592,1486
513,w_746.jpg,3147,2239,2013,1670
514,w_7875.jpg,1395,1583,414,1165
515,w_2128.jpg,1699,723,1266,286
516,w_7639.jpg,2050,982,1054,1674
517,w_2444.jpg,1635,400,1366,1118
518,w_6486.jpg,1356,1617,642,1100
519,w_1713.jpg,1442,1442,1415,348
520,w_1310.jpg,1474,1036,1295,1779
521,w_2597.jpg,1937,815,405,1283
522,w_8847.jpg,3417,2743,2352,1873
523,w_181.jpg,3001,1225,1754,2460
524,w_1281.jpg,1367,621,1111,1500
525,w_7025.jpg,3207,155,2195,64
526,w_764.jpg,1517,1126,1279,435
527,w_7292.jpg,2368,2978,2233,1360
528,w_9391.jpg,3131,1442,845,2126
529,w_6725.jpg,1363,634,921,1771
530,w_3959.jpg,1560,1514,861,1010
531,w_8485.jpg,1734,885,682,1298
532,w_6288.jpg,1657,1048,830,673
533,w_4498.jpg,1963,1513,1193,976
534,w_8966.jpg,1789,592,1222,1325
535,w_7810.jpg,1841,1200,856,728
536,w_1651.jpg,2155,1011,632,1384
537,w_4990.jpg,2178,1615,964,801
538,w_4195.jpg,2033,808,1065,1175
539,w_7219.jpg,2331,2020,1934,1533
540,w_8770.jpg,2122,1574,1502,1006
541,w_3425.jpg,1622,1576,874,609
542,w_5337.jpg,2458,1585,901,955
543,w_6736.jpg,2417,898,1340,708
544,w_3845.jpg,1401,917,1179,100
545,w_7071.jpg,1950,812,1191,745
546,w_690.jpg,1568,1014,679,468
547,w_7408.jpg,1587,1380,917,2097
548,w_4058.jpg,2243,1934,1300,295
549,w_5437.jpg,2893,279,959,652
550,w_2494.jpg,2612,1582,1379,1684
551,w_4832.jpg,2560,1113,1281,945
552,w_6626.jpg,2326,725,1160,1729
553,w_6228.jpg,2690,860,1383,1063
554,w_1646.jpg,1603,1318,740,605
555,w_4717.jpg,1787,984,1281,2034
556,w_408.jpg,1597,838,-59,669
557,w_9412.jpg,1887,1198,563,891
558,w_485.jpg,1995,1661,1294,620
559,w_4984.jpg,1751,862,-10,1016
560,w_7843.jpg,2074,1689,1352,1682
561,w_7189.jpg,2541,986,1196,1185
562,w_8240.jpg,2159,1744,1555,983
563,w_8484.jpg,2264,1769,1550,960
564,w_8664.jpg,1674,431,1544,1307
565,w_962.jpg,2053,2016,1645,962
566,w_2866.jpg,2518,878,1295,1421
567,w_655.jpg,2183,980,1325,-120
568,w_7482.jpg,1763,1310,1528,1038
569,w_1888.jpg,2325,467,1112,1040
570,w_2606.jpg,1781,798,1051,-26
571,w_2072.jpg,1830,1313,1627,37
572,w_5453.jpg,2499,2303,1962,1074
573,w_1986.jpg,1159,1203,1034,1638
574,w_8762.jpg,1690,1276,772,1022
575,w_7651.jpg,2198,721,959,1202
576,w_6493.jpg,1790,811,666,249
577,w_6522.jpg,1516,2092,1262,883
578,w_9082.jpg,2425,2189,1951,1157
579,w_2276.jpg,1502,1372,1126,732
580,w_986.jpg,2003,1186,714,1498
581,w_8297.jpg,1646,1462,1048,698
582,w_3241.jpg,2532,2350,812,1424
583,w_2130.jpg,1591,925,1160,1198
584,w_6166.jpg,1586,1119,1209,621
585,w_1453.jpg,1577,1439,1140,567
586,w_2592.jpg,2350,710,1318,1108
587,w_1994.jpg,1834,731,627,1178
588,w_6524.jpg,2346,1964,2246,3408
589,w_2680.jpg,786,587,-89,562
590,w_2613.jpg,2258,853,1153,695
591,w_2609.jpg,1760,1214,1239,736
592,w_7260.jpg,1779,993,607,36
593,w_915.jpg,1679,621,11,617
594,w_9027.jpg,1811,1107,1407,1914
595,w_719.jpg,1500,1520,1231,359
596,w_7157.jpg,1541,2400,1471,961
597,w_9205.jpg,1622,1475,538,966
598,w_99.jpg,1578,1358,870,745
599,w_2450.jpg,2384,1209,1218,1191
600,w_8160.jpg,2161,1349,1005,1118
601,w_4421.jpg,2558,1199,692,1110
602,w_1541.jpg,1701,510,1088,1187
603,w_5747.jpg,2833,1182,2065,2134
604,w_1393.jpg,2025,1901,1491,586
605,w_3773.jpg,2402,316,1384,876
606,w_6161.jpg,1665,935,1318,1285
607,w_1435.jpg,1381,1242,981,1685
608,w_3080.jpg,1600,1004,1044,734
609,w_6338.jpg,2570,1506,1109,1285
610,w_7465.jpg,1583,1029,883,2002
611,w_4450.jpg,3245,2256,1230,1990
612,w_5377.jpg,2362,708,1183,927
613,w_1613.jpg,1670,732,828,1446
614,w_6947.jpg,2833,1764,1535,868
615,w_9077.jpg,2059,1426,1108,1133
616,w_6859.jpg,1511,794,1086,1244
617,w_7854.jpg,1877,297,1580,843
618,w_6622.jpg,1651,1057,1346,1434
619,w_7137.jpg,1612,663,1082,1856
620,w_8177.jpg,3302,2128,1433,2069
621,w_4483.jpg,1525,1104,666,731
622,w_2997.jpg,2032,1778,1265,970
623,w_4088.jpg,2278,1452,1223,1124
624,w_4404.jpg,1751,1313,1465,339
625,w_9365.jpg,2976,1452,2134,2816
626,w_4650.jpg,1464,1068,1406,2051
627,w_3295.jpg,2269,250,1555,912
628,w_7418.jpg,2090,966,644,1102
629,w_5266.jpg,4096,3506,2472,1455
630,w_7129.jpg,1941,1110,576,931
631,w_2525.jpg,2165,962,793,3274
632,w_7316.jpg,2127,1396,764,898
633,w_7038.jpg,2437,1796,1335,866
634,w_6638.jpg,2465,1582,2374,-8
635,w_2481.jpg,2105,243,1015,1236
636,w_403.jpg,1935,1024,499,1275
637,w_1459.jpg,1790,654,976,1900
638,w_7385.jpg,1556,1967,1029,615
639,w_8956.jpg,1384,492,963,1261
640,w_4046.jpg,1370,969,-11,1071
