,Image,y0,x0,y1,x1
205,w_8754.jpg,313,1048,1621,2356
206,w_5553.jpg,375,839,1835,2299
207,w_5021.jpg,393,739,1333,1679
208,w_1867.jpg,345,1186,1185,2026
209,w_1273.jpg,576,1494,1618,2536
210,w_6640.jpg,430,1609,1672,2851
211,w_1381.jpg,0,2133,475,2619
212,w_4678.jpg,450,707,1510,1767
213,w_6402.jpg,584,933,1762,2111
214,w_7282.jpg,53,702,1723,2372
215,w_7376.jpg,250,847,1630,2227
216,w_1352.jpg,0,715,1981,2791
217,w_1741.jpg,217,442,1669,1894
218,w_2171.jpg,0,1021,1028,2125
219,w_2907.jpg,593,695,1655,1757
220,w_7531.jpg,2481,467,3273,1259
221,w_6504.jpg,1057,882,3177,3002
222,w_1736.jpg,491,1302,1427,2238
223,w_4504.jpg,111,1586,2523,3998
224,w_8159.jpg,359,767,1697,2105
225,w_4692.jpg,387,1048,1923,2584
226,w_7516.jpg,693,1131,1603,2041
227,w_5165.jpg,0,522,1299,2002
228,w_2993.jpg,1490,1373,3150,3033
229,w_6759.jpg,1197,993,3456,3439
230,w_8216.jpg,445,1789,1929,3273
231,w_7567.jpg,110,1182,1100,2172
232,w_4989.jpg,748,1298,1404,1954
233,w_222.jpg,0,1004,1195,2368
234,w_5775.jpg,752,1036,3448,3732
235,w_8768.jpg,564,519,1944,1899
236,w_8942.jpg,602,688,1782,1868
237,w_5571.jpg,245,991,1671,2417
238,w_1308.jpg,195,775,1281,1861
239,w_3305.jpg,18,905,1210,2097
240,w_5892.jpg,0,641,1384,2191
241,w_2545.jpg,332,758,1758,2184
242,w_6181.jpg,0,726,1476,2318
243,w_3515.jpg,612,1039,1424,1851
244,w_847.jpg,957,1532,2995,3570
245,w_7327.jpg,0,760,1621,2466
246,w_3506.jpg,349,1099,1385,2135
247,w_3462.jpg,910,1328,1638,2056
248,w_1780.jpg,726,1046,1546,1866
249,w_6363.jpg,655,763,1357,1465
250,w_4390.jpg,962,1747,1978,2763
251,w_1827.jpg,481,1268,1863,2650
252,w_272.jpg,0,2015,1661,4063
253,w_4758.jpg,0,502,1465,2072
254,w_2001.jpg,381,1186,1357,2162
255,w_4050.jpg,714,1152,1542,1980
256,w_6797.jpg,0,1089,1815,3043
257,w_984.jpg,760,830,3456,3764
258,w_4551.jpg,479,520,1679,1720
259,w_9015.jpg,514,1297,2048,2983
260,w_8141.jpg,757,749,2048,2175
261,w_9396.jpg,522,829,1724,2031
262,w_5779.jpg,117,1816,1289,2988
263,w_3492.jpg,274,440,1712,1878
264,w_9092.jpg,0,918,1555,2966
265,w_4889.jpg,207,1579,2203,3575
266,w_6539.jpg,482,1273,1614,2405
267,w_199.jpg,0,1134,2011,3072
268,w_8290.jpg,5,335,1857,2187
269,w_3385.jpg,845,838,1755,1748
270,w_1619.jpg,0,877,1235,2219
271,w_1636.jpg,560,1148,1406,1994
272,w_597.jpg,239,946,1933,2640
273,w_1296.jpg,588,900,1734,2046
274,w_2301.jpg,532,844,2048,2646
275,w_9233.jpg,908,817,2048,2097
276,w_3953.jpg,409,888,1945,2424
277,w_8934.jpg,533,1149,1855,2471
278,w_7401.jpg,921,775,1913,1767
279,w_1277.jpg,488,566,1968,2046
280,w_888.jpg,148,630,1702,2184
281,w_969.jpg,389,1240,1493,2344
282,w_4328.jpg,1258,881,2048,1743
283,w_985.jpg,332,1165,1672,2505
284,w_5514.jpg,304,420,1786,1902
285,w_8685.jpg,0,166,1530,1822
286,w_416.jpg,771,1002,2048,2548
287,w_8164.jpg,0,2373,2196,5011
288,w_7128.jpg,611,253,2048,1853
289,w_5129.jpg,310,405,1930,2025
290,w_1382.jpg,413,1118,1427,2132
291,w_7452.jpg,141,566,1843,2268
292,w_1506.jpg,276,906,1554,2184
293,w_4256.jpg,284,2190,1696,3602
294,w_5062.jpg,350,976,1480,2106
295,w_7115.jpg,0,1958,2756,5184
296,w_2861.jpg,338,1150,1934,2746
297,w_7795.jpg,1421,1171,3093,2843
298,w_1568.jpg,339,1106,1575,2342
299,w_69.jpg,0,889,1038,2095
300,w_5207.jpg,185,889,2345,3049
301,w_7573.jpg,435,377,3199,3141
302,w_8428.jpg,472,1064,1380,1972
303,w_6764.jpg,598,595,1934,1931
304,w_3494.jpg,986,730,1928,1672
305,w_9286.jpg,483,702,1989,2208
306,w_1604.jpg,354,672,1564,1882
307,w_571.jpg,256,80,3414,3238
308,w_8347.jpg,104,878,1534,2308
309,w_8588.jpg,231,775,1281,1825
310,w_3801.jpg,0,1314,1157,2650
311,w_201.jpg,915,1700,2729,3514
312,w_8706.jpg,609,1150,1345,1886
313,w_7295.jpg,0,812,1738,2842
314,w_876.jpg,962,1981,3456,4901
315,w_536.jpg,0,990,1918,3072
316,w_1323.jpg,0,696,1091,2468
317,w_560.jpg,0,611,1910,2803
318,w_1905.jpg,635,1368,1191,1924
319,w_4374.jpg,230,264,1838,1872
320,w_5416.jpg,329,1192,1379,2242
321,w_3249.jpg,705,969,1825,2089
322,w_1245.jpg,513,1290,1199,1976
323,w_8719.jpg,901,1474,3337,3910
324,w_3071.jpg,684,970,1552,1838
325,w_5222.jpg,603,977,1769,2143
326,w_5249.jpg,478,821,1910,2253
327,w_2664.jpg,428,1091,1274,1937
328,w_1527.jpg,144,1083,1140,2079
329,w_5485.jpg,0,999,1756,2839
330,w_3027.jpg,523,1321,1441,2239
331,w_1218.jpg,463,880,1419,1836
332,w_5484.jpg,638,496,1970,1828
333,w_5274.jpg,702,1791,2504,3593
334,w_9088.jpg,1107,748,2048,1870
335,w_8083.jpg,729,1046,2048,2536
336,w_3978.jpg,253,992,1321,2060
337,w_4759.jpg,773,904,2048,2328
338,w_3320.jpg,425,2258,2985,4818
339,w_8421.jpg,143,1062,1135,2054
340,w_2020.jpg,97,854,1473,2230
341,w_284.jpg,1353,1543,3431,3621
342,w_9047.jpg,511,654,1363,1506
343,w_7449.jpg,302,179,1602,1479
344,w_4251.jpg,403,697,3043,3337
345,w_6753.jpg,509,912,1439,1842
346,w_8143.jpg,0,296,1473,1846
347,w_5785.jpg,527,1612,1399,2484
348,w_7790.jpg,355,568,2048,2274
349,w_5980.jpg,767,2704,2657,4594
350,w_214.jpg,721,852,1937,2068
351,w_7109.jpg,247,808,1463,2024
352,w_4123.jpg,583,805,1519,1741
353,w_6656.jpg,433,949,1801,2317
354,w_2543.jpg,194,456,1910,2172
355,w_5844.jpg,229,147,1889,1807
356,w_3024.jpg,588,236,2048,1706
357,w_2251.jpg,500,1019,1394,1913
358,w_5652.jpg,0,2915,1820,5184
359,w_2440.jpg,25,590,1507,2072
360,w_4771.jpg,701,929,1643,1871
361,w_2287.jpg,71,599,1495,2023
362,w_1280.jpg,610,808,2048,2316
363,w_5476.jpg,587,684,1755,1852
364,w_3395.jpg,595,1826,1565,2796
365,w_7237.jpg,35,468,1613,2046
366,w_163.jpg,527,914,1535,1922
367,w_4463.jpg,147,865,1713,2431
368,w_2788.jpg,781,0,3243,2039
369,w_4851.jpg,0,1478,2553,4266
370,w_1348.jpg,392,1156,1618,2382
371,w_9394.jpg,13,1265,2048,3072
372,w_3476.jpg,320,1148,1616,2444
373,w_1265.jpg,588,772,3244,3428
374,w_9217.jpg,716,1033,1486,1803
375,w_4888.jpg,551,175,2048,1803
376,w_1328.jpg,802,1829,2078,3105
377,w_6547.jpg,762,534,2048,1910
378,w_4904.jpg,1191,529,3456,2795
379,w_3688.jpg,554,630,1200,1276
380,w_3313.jpg,231,1995,2467,4231
381,w_7863.jpg,405,1919,1573,3087
382,w_7258.jpg,533,845,1507,1819
383,w_8032.jpg,445,931,1537,2023
384,w_6685.jpg,293,1198,1949,2854
385,w_568.jpg,20,463,1556,1999
386,w_1454.jpg,792,626,3278,3112
387,w_3542.jpg,624,660,2048,2312
388,w_8881.jpg,379,906,1529,2056
389,w_5399.jpg,0,1176,1116,2428
390,w_9231.jpg,441,445,2048,2309
391,w_1868.jpg,1294,2207,2110,3023
392,w_3893.jpg,788,1188,1802,2202
393,w_5259.jpg,159,1498,1117,2456
394,w_1093.jpg,461,839,1793,2171
395,w_4757.jpg,233,748,1269,1784
396,w_577.jpg,586,1414,1524,2352
397,w_6534.jpg,0,19,1625,2039
398,w_6095.jpg,324,430,1862,1968
399,w_6564.jpg,571,2378,2147,3954
400,w_3711.jpg,241,970,1533,2262
401,w_5784.jpg,268,1025,3450,4207
402,w_5846.jpg,524,629,1490,1595
403,w_2398.jpg,379,717,1767,2105
404,w_9049.jpg,426,575,1810,1959
405,w_5138.jpg,431,813,1681,2063
406,w_299.jpg,956,1226,2006,2276
407,w_3127.jpg,0,692,1255,2160
408,w_2198.jpg,600,1444,1932,2776
409,w_1608.jpg,0,676,1214,2030
410,w_5991.jpg,928,640,2048,1898
411,w_7598.jpg,191,613,1657,2079
412,w_6556.jpg,452,832,1830,2210
413,w_3977.jpg,512,1191,2048,2793
414,w_6025.jpg,1107,876,2048,1932
415,w_2742.jpg,0,1343,2725,4257
416,w_798.jpg,688,361,3318,2991
417,w_8893.jpg,0,381,2906,3753
418,w_2063.jpg,448,988,2048,2688
419,w_2404.jpg,239,1764,921,2446
420,w_6818.jpg,4,1917,2012,3925
421,w_8453.jpg,964,1834,2628,3498
422,w_7950.jpg,336,1109,1616,2389
423,w_4587.jpg,608,652,2048,2194
424,w_5293.jpg,223,975,1537,2289
425,w_7942.jpg,499,1508,2683,3692
426,w_3979.jpg,966,964,2048,2330
427,w_5839.jpg,370,1213,1252,2095
428,w_8646.jpg,81,1916,819,2654
429,w_4189.jpg,767,1162,1907,2302
430,w_647.jpg,595,1385,1263,2053
431,w_8559.jpg,248,1081,1120,1953
432,w_4505.jpg,465,1334,1159,2028
433,w_6394.jpg,506,688,2048,2310
434,w_3623.jpg,809,1240,1623,2054
435,w_6094.jpg,100,706,1400,2006
436,w_1233.jpg,418,1257,1974,2813
437,w_1595.jpg,717,1342,1471,2096
438,w_3081.jpg,755,915,1851,2011
439,w_132.jpg,0,1745,839,2935
440,w_2255.jpg,98,487,1358,1747
441,w_3847.jpg,288,0,1876,1497
442,w_641.jpg,439,1212,1663,2436
443,w_2717.jpg,539,799,1285,1545
444,w_6996.jpg,401,1066,1723,2388
445,w_961.jpg,1249,676,2048,1576
446,w_709.jpg,659,918,1581,1840
447,w_7041.jpg,0,860,1147,2174
448,w_4915.jpg,681,1495,2048,3072
449,w_7605.jpg,243,562,1827,2146
450,w_9043.jpg,558,326,1668,1436
451,w_4727.jpg,0,576,2048,3072
452,w_7394.jpg,1683,2397,3456,4343
453,w_8630.jpg,546,1739,2008,3201
454,w_7944.jpg,63,258,1593,1788
455,w_1117.jpg,659,906,2017,2264
456,w_2379.jpg,318,816,1820,2318
457,w_7271.jpg,640,764,2048,2218
458,w_5185.jpg,299,1094,1683,2478
459,w_5434.jpg,177,484,2048,2426
460,w_3141.jpg,465,2186,1151,2872
461,w_622.jpg,375,188,1511,1324
462,w_3484.jpg,167,962,1209,2004
463,w_6690.jpg,327,1101,1789,2563
464,w_4025.jpg,204,612,1154,1562
465,w_1388.jpg,0,728,1133,2120
466,w_6434.jpg,163,569,1359,1765
467,w_4672.jpg,0,1982,1584,3628
468,w_1603.jpg,637,999,2021,2383
469,w_8106.jpg,447,1032,1369,1954
470,w_8061.jpg,0,478,1346,1888
471,w_1588.jpg,324,400,1824,1900
472,w_7263.jpg,81,484,1911,2314
473,w_4799.jpg,1,1482,1147,2628
474,w_9209.jpg,691,1284,1527,2120
475,w_4661.jpg,1088,273,2048,2073
476,w_1423.jpg,346,1151,1248,2053
477,w_7775.jpg,547,778,1469,1700
478,w_3368.jpg,817,1084,2033,2300
479,w_9426.jpg,499,882,1765,2148
480,w_4237.jpg,958,1577,2710,3329
481,w_6423.jpg,621,875,1977,2231
482,w_657.jpg,0,597,1183,1817
483,w_564.jpg,694,1126,2048,2572
484,w_4612.jpg,644,966,1526,1848
485,w_991.jpg,41,720,1431,2110
486,w_8877.jpg,251,565,1901,2215
487,w_3406.jpg,359,906,1271,1818
488,w_9237.jpg,11,123,1627,1739
489,w_6206.jpg,651,148,2048,1610
490,w_3920.jpg,328,1051,1456,2179
491,w_3530.jpg,0,1005,1520,2561
492,w_3543.jpg,755,2456,2517,4218
493,w_3925.jpg,106,1596,2854,4344
494,w_6430.jpg,321,806,1067,1552
495,w_2190.jpg,2501,2480,3456,3592
496,w_8209.jpg,225,646,1831,2252
497,w_3235.jpg,633,2039,2909,4315
498,w_770.jpg,232,786,1582,2136
499,w_470.jpg,315,595,1913,2193
500,w_661.jpg,473,1031,1587,2145
501,w_6008.jpg,760,1314,3054,3608
502,w_579.jpg,667,996,1573,1902
503,w_1753.jpg,840,552,2048,1972
504,w_3009.jpg,872,1069,2802,2999
505,w_5585.jpg,534,1198,1414,2078
506,w_314.jpg,480,1086,1764,2370
507,w_2608.jpg,0,0,1404,1794
508,w_631.jpg,753,1470,1601,2318
509,w_906.jpg,843,2319,2783,4259
510,w_5808.jpg,650,749,1750,1849
511,w_3455.jpg,0,249,1929,2329
512,w_4481.jpg,301,1300,3219,4218
513,w_746.jpg,1246,1872,2662,3288
514,w_7875.jpg,761,291,1987,1517
515,w_2128.jpg,231,1209,777,1755
516,w_7639.jpg,706,930,1950,2174
517,w_2444.jpg,311,1052,1207,1948
518,w_6486.jpg,912,553,1804,1445
519,w_1713.jpg,212,745,1578,2111
520,w_1310.jpg,943,920,1871,1848
521,w_2597.jpg,92,214,2006,2128
522,w_8847.jpg,1643,2219,2973,3549
523,w_181.jpg,1063,1598,2621,3156
524,w_1281.jpg,511,690,1609,1788
525,w_7025.jpg,0,2069,741,3072
526,w_764.jpg,349,967,1211,1829
527,w_7292.jpg,1158,1289,3180,3311
528,w_9391.jpg,356,560,3212,3416
529,w_6725.jpg,492,432,1912,1852
530,w_3959.jpg,826,774,1698,1646
531,w_8485.jpg,434,551,1748,1865
532,w_6288.jpg,344,727,1376,1759
533,w_4498.jpg,763,1097,1725,2059
534,w_8966.jpg,500,1047,1416,1963
535,w_7810.jpg,349,733,1579,1963
536,w_1651.jpg,246,442,2048,2344
537,w_4990.jpg,450,813,1966,2329
538,w_4195.jpg,386,944,1596,2154
539,w_7219.jpg,1472,1828,2080,2436
540,w_8770.jpg,903,1425,1677,2199
541,w_3425.jpg,488,644,1696,1852
542,w_5337.jpg,297,706,2048,2652
543,w_6736.jpg,130,1205,1476,2551
544,w_3845.jpg,0,780,1018,1800
545,w_7071.jpg,304,1096,1252,2044
546,w_690.jpg,186,568,1296,1678
547,w_7408.jpg,1290,804,2048,1700
548,w_4058.jpg,90,747,2048,2795
549,w_5437.jpg,0,718,1673,3072
550,w_2494.jpg,863,1225,2403,2765
551,w_4832.jpg,230,1121,1828,2719
552,w_6626.jpg,499,1015,1955,2471
553,w_6228.jpg,145,1220,1777,2852
554,w_1646.jpg,422,632,1500,1710
555,w_4717.jpg,853,878,2048,2190
556,w_408.jpg,0,0,1788,1804
557,w_9412.jpg,217,398,1871,2052
558,w_485.jpg,490,994,1790,2294
559,w_4984.jpg,0,0,2039,1970
560,w_7843.jpg,1234,1262,2136,2164
561,w_7189.jpg,245,1028,1925,2708
562,w_8240.jpg,888,1382,1838,2332
563,w_8484.jpg,859,1402,1869,2412
564,w_8664.jpg,322,1062,1416,2156
565,w_962.jpg,831,1191,2048,2507
566,w_2866.jpg,385,1142,1913,2670
567,w_655.jpg,0,1067,1117,2441
568,w_7482.jpg,1004,1475,1344,1815
569,w_1888.jpg,0,960,1511,2476
570,w_2606.jpg,0,901,901,1931
571,w_2072.jpg,0,931,1472,2525
572,w_5453.jpg,920,1462,2456,2998
573,w_1986.jpg,1149,825,1691,1367
574,w_8762.jpg,576,658,1722,1804
575,w_7651.jpg,187,804,1735,2352
576,w_6493.jpg,0,526,1232,1930
577,w_6522.jpg,732,634,2048,2144
578,w_9082.jpg,1028,1543,2318,2833
579,w_2276.jpg,652,914,1452,1714
580,w_986.jpg,537,553,2048,2163
581,w_8297.jpg,603,870,1557,1824
582,w_3241.jpg,812,597,2962,2747
583,w_2130.jpg,792,1106,1330,1644
584,w_6166.jpg,559,1086,1181,1708
585,w_1453.jpg,458,813,1548,1903
586,w_2592.jpg,264,1189,1554,2479
587,w_1994.jpg,200,476,1708,1984
588,w_6524.jpg,1784,1394,3456,3198
589,w_2680.jpg,28,0,1120,894
590,w_2613.jpg,84,1015,1464,2395
591,w_2609.jpg,650,1174,1300,1824
592,w_7260.jpg,0,461,1246,1925
593,w_915.jpg,0,0,1661,1887
594,w_9027.jpg,1006,1105,2014,2113
595,w_719.jpg,214,640,1664,2090
596,w_7157.jpg,781,607,2336,2405
597,w_9205.jpg,543,403,1897,1757
598,w_99.jpg,609,782,1493,1666
599,w_2450.jpg,472,1073,1928,2529
600,w_8160.jpg,511,861,1955,2305
601,w_4421.jpg,0,459,2048,2791
602,w_1541.jpg,425,971,1271,1817
603,w_5747.jpg,1063,1854,2253,3044
604,w_1393.jpg,422,937,2064,2579
605,w_3773.jpg,0,1257,1232,2529
606,w_6161.jpg,892,1273,1328,1709
607,w_1435.jpg,1187,905,1739,1457
608,w_3080.jpg,522,975,1216,1669
609,w_6338.jpg,482,926,2048,2752
610,w_7465.jpg,907,625,2048,1841
611,w_4450.jpg,864,978,3382,3496
612,w_5377.jpg,81,1036,1553,2508
613,w_1613.jpg,563,723,1615,1775
614,w_6947.jpg,505,1373,2127,2995
615,w_9077.jpg,685,989,1873,2177
616,w_6859.jpg,738,1017,1300,1579
617,w_7854.jpg,229,1387,911,2069
618,w_6622.jpg,1010,1263,1480,1733
619,w_7137.jpg,514,602,2004,2092
620,w_8177.jpg,930,1199,3266,3535
621,w_4483.jpg,381,559,1453,1631
622,w_2997.jpg,869,1143,1879,2153
623,w_4088.jpg,629,1091,1947,2409
624,w_4404.jpg,218,1000,1434,2216
625,w_9365.jpg,1282,1703,2986,3407
626,w_4650.jpg,945,821,2048,2049
627,w_3295.jpg,135,1466,1027,2358
628,w_7418.jpg,131,464,1937,2270
629,w_5266.jpg,1199,2003,3456,4565
630,w_7129.jpg,167,405,1873,2111
631,w_2525.jpg,673,34,3456,2924
632,w_7316.jpg,296,594,1998,2296
633,w_7038.jpg,643,1198,2019,2574
634,w_6638.jpg,0,1426,1780,3412
635,w_2481.jpg,58,879,1420,2241
636,w_403.jpg,252,320,2046,2114
637,w_1459.jpg,499,605,2048,2161
638,w_7385.jpg,446,447,2048,2137
639,w_8956.jpg,396,693,1356,1653
640,w_4046.jpg,157,0,1883,1542
641,w_8132.jpg,584,934,1720,2070
642,w_5714.jpg,177,766,1283,1872
643,w_582.jpg,667,1216,2765,3314
644,w_2595.jpg,0,1963,2740,4743
645,w_3747.jpg,282,499,1944,2161
646,w_7014.jpg,0,203,2043,2453
647,w_1705.jpg,1180,924,2048,1928
648,w_4722.jpg,0,1322,2338,3760
649,w_9089.jpg,606,1680,2176,3250
650,w_472.jpg,0,1493,1606,3072
651,w_5195.jpg,0,1137,3456,4865
652,w_315.jpg,1049,654,2048,1704
